week_start,sku,forecast_units
2027-03-01,RW-1378,28
2027-03-01,RW-9304,58
2027-03-01,RW-9324,11
2027-03-01,RW-4418,64
2027-03-01,RW-9901,42
2027-03-01,RW-6416,39
2027-03-08,RW-3980,36
2027-03-08,RW-9835,38
2027-03-08,RW-2984,47
2027-03-08,RW-7298,23
2027-03-08,RW-1378,28
2027-03-08,RW-9304,58
2027-03-08,RW-9324,11
2027-03-08,RW-4418,65
2027-03-08,RW-9901,42
2027-03-08,RW-6416,39
2027-03-15,RW-3980,36
2027-03-15,RW-9835,38
2027-03-15,RW-2984,47
2027-03-15,RW-7298,23
2027-03-15,RW-1378,28
2027-03-15,RW-9304,58
2027-03-15,RW-9324,11
2027-03-15,RW-4418,66
2027-03-15,RW-9901,42
2027-03-15,RW-6416,39
2027-03-22,RW-3980,36
2027-03-22,RW-9835,38
2027-03-22,RW-2984,47
2027-03-22,RW-7298,23
2027-03-22,RW-1378,28
2027-03-22,RW-9304,59
2027-03-22,RW-9324,11
2027-03-22,RW-4418,66
2027-03-22,RW-9901,42
2027-03-22,RW-6416,40
2027-03-29,RW-3980,36
2027-03-29,RW-9835,38
2027-03-29,RW-2984,47
2027-03-29,RW-7298,23
2027-03-29,RW-1378,28
2027-03-29,RW-9304,59
2027-03-29,RW-9324,11
2027-03-29,RW-4418,67
2027-03-29,RW-9901,42
2027-03-29,RW-6416,40
2027-04-05,RW-3980,36
2027-04-05,RW-9835,38
2027-04-05,RW-2984,47
2027-04-05,RW-7298,23
2027-04-05,RW-1378,28
2027-04-05,RW-9304,59
2027-04-05,RW-9324,11
2027-04-05,RW-4418,68
2027-04-05,RW-9901,42
2027-04-05,RW-6416,41
2027-04-12,RW-3980,36
2027-04-12,RW-9835,37
2027-04-12,RW-2984,47
2027-04-12,RW-7298,22
2027-04-12,RW-1378,28
2027-04-12,RW-9304,60
2027-04-12,RW-9324,11
2027-04-12,RW-4418,68
2027-04-12,RW-9901,43
2027-04-12,RW-6416,41
2027-04-19,RW-3980,36
2027-04-19,RW-9835,37
2027-04-19,RW-2984,47
2027-04-19,RW-7298,22
2027-04-19,RW-1378,28
2027-04-19,RW-9304,60
2027-04-19,RW-9324,11
2027-04-19,RW-4418,69
2027-04-19,RW-9901,43
2027-04-19,RW-6416,41
2027-04-26,RW-3980,36
2027-04-26,RW-9835,37
2027-04-26,RW-2984,47
2027-04-26,RW-7298,22
2027-04-26,RW-1378,28
2027-04-26,RW-9304,60
2027-04-26,RW-9324,11
2027-04-26,RW-4418,70
2027-04-26,RW-9901,43
2027-04-26,RW-6416,42
2027-05-03,RW-3980,36
2027-05-03,RW-9835,37
2027-05-03,RW-2984,47
2027-05-03,RW-7298,22
2027-05-03,RW-1378,28
2027-05-03,RW-9304,61
2027-05-03,RW-9324,11
2027-05-03,RW-4418,71
2027-05-03,RW-9901,43
2027-05-03,RW-6416,42
2027-05-10,RW-3980,36
2027-05-10,RW-9835,36
2027-05-10,RW-2984,47
2027-05-10,RW-7298,22
2027-05-10,RW-1378,28
2027-05-10,RW-9304,61
2027-05-10,RW-9324,11
2027-05-10,RW-4418,71
2027-05-10,RW-9901,43
2027-05-10,RW-6416,43
2027-05-17,RW-3980,35
2027-05-17,RW-9835,36
2027-05-17,RW-2984,47
2027-05-17,RW-7298,22
2027-05-17,RW-1378,28
2027-05-17,RW-9304,61
2027-05-17,RW-9324,11
2027-05-17,RW-4418,72
2027-05-17,RW-9901,43
2027-05-17,RW-6416,43
2027-05-24,RW-3980,35
2027-05-24,RW-9835,36
2027-05-24,RW-2984,47
2027-05-24,RW-7298,22
2027-05-24,RW-1378,28
2027-05-24,RW-9304,62
2027-05-24,RW-9324,11
2027-05-24,RW-4418,73
2027-05-24,RW-9901,43
2027-05-24,RW-6416,44
2027-05-31,RW-3980,35
2027-05-31,RW-9835,36
2027-05-31,RW-2984,47
2027-05-31,RW-7298,22
2027-05-31,RW-1378,28
2027-05-31,RW-9304,62
2027-05-31,RW-9324,11
2027-05-31,RW-4418,73
2027-05-31,RW-9901,43
2027-05-31,RW-6416,44
2027-06-07,RW-3980,29
2027-06-07,RW-9835,30
2027-06-07,RW-2984,40
2027-06-07,RW-7298,18
2027-06-07,RW-1378,24
2027-06-07,RW-9304,52
2027-06-07,RW-9324,9
2027-06-07,RW-4418,62
2027-06-07,RW-9901,36
2027-06-07,RW-6416,37
2027-06-14,RW-3980,29
2027-06-14,RW-9835,30
2027-06-14,RW-2984,40
2027-06-14,RW-7298,18
2027-06-14,RW-1378,24
2027-06-14,RW-9304,52
2027-06-14,RW-9324,9
2027-06-14,RW-4418,62
2027-06-14,RW-9901,36
2027-06-14,RW-6416,37
2027-06-21,RW-3980,29
2027-06-21,RW-9835,29
2027-06-21,RW-2984,40
2027-06-21,RW-7298,18
2027-06-21,RW-1378,24
2027-06-21,RW-9304,53
2027-06-21,RW-9324,9
2027-06-21,RW-4418,63
2027-06-21,RW-9901,36
2027-06-21,RW-6416,38
2027-06-28,RW-3980,29
2027-06-28,RW-9835,29
2027-06-28,RW-2984,40
2027-06-28,RW-7298,18
2027-06-28,RW-1378,24
2027-06-28,RW-9304,53
2027-06-28,RW-9324,9
2027-06-28,RW-4418,64
2027-06-28,RW-9901,36
2027-06-28,RW-6416,38
2027-07-05,RW-3980,87
2027-07-05,RW-9835,29
2027-07-05,RW-2984,119
2027-07-05,RW-7298,17
2027-07-05,RW-1378,71
2027-07-05,RW-9304,53
2027-07-05,RW-9324,9
2027-07-05,RW-4418,64
2027-07-05,RW-9901,36
2027-07-05,RW-6416,39
2027-07-12,RW-3980,87
2027-07-12,RW-9835,29
2027-07-12,RW-2984,119
2027-07-12,RW-7298,17
2027-07-12,RW-1378,71
2027-07-12,RW-9304,54
2027-07-12,RW-9324,9
2027-07-12,RW-4418,65
2027-07-12,RW-9901,36
2027-07-12,RW-6416,39
2027-07-19,RW-3980,87
2027-07-19,RW-9835,29
2027-07-19,RW-2984,119
2027-07-19,RW-7298,17
2027-07-19,RW-1378,71
2027-07-19,RW-9304,54
2027-07-19,RW-9324,9
2027-07-19,RW-4418,65
2027-07-19,RW-9901,37
2027-07-19,RW-6416,39
2027-07-26,RW-3980,29
2027-07-26,RW-9835,29
2027-07-26,RW-2984,40
2027-07-26,RW-7298,17
2027-07-26,RW-1378,24
2027-07-26,RW-9304,54
2027-07-26,RW-9324,9
2027-07-26,RW-4418,66
2027-07-26,RW-9901,37
2027-07-26,RW-6416,40
2027-08-02,RW-3980,29
2027-08-02,RW-9835,28
2027-08-02,RW-2984,40
2027-08-02,RW-7298,17
2027-08-02,RW-1378,24
2027-08-02,RW-9304,54
2027-08-02,RW-9324,9
2027-08-02,RW-4418,67
2027-08-02,RW-9901,37
2027-08-02,RW-6416,40
2027-08-09,RW-3980,29
2027-08-09,RW-9835,28
2027-08-09,RW-2984,40
2027-08-09,RW-7298,17
2027-08-09,RW-1378,24
2027-08-09,RW-9304,55
2027-08-09,RW-9324,9
2027-08-09,RW-4418,67
2027-08-09,RW-9901,37
2027-08-09,RW-6416,40
2027-08-16,RW-3980,29
2027-08-16,RW-9835,28
2027-08-16,RW-2984,40
2027-08-16,RW-7298,17
2027-08-16,RW-1378,24
2027-08-16,RW-9304,55
2027-08-16,RW-9324,9
2027-08-16,RW-4418,68
2027-08-16,RW-9901,37
2027-08-16,RW-6416,41
2027-08-23,RW-3980,29
2027-08-23,RW-9835,28
2027-08-23,RW-2984,40
2027-08-23,RW-7298,17
2027-08-23,RW-1378,24
2027-08-23,RW-9304,55
2027-08-23,RW-9324,9
2027-08-23,RW-4418,69
2027-08-23,RW-9901,37
2027-08-23,RW-6416,41
2027-08-30,RW-3980,28
2027-08-30,RW-9835,28
2027-08-30,RW-2984,40
2027-08-30,RW-7298,17
2027-08-30,RW-1378,24
2027-08-30,RW-9304,56
2027-08-30,RW-9324,9
2027-08-30,RW-4418,69
2027-08-30,RW-9901,37
2027-08-30,RW-6416,42
2027-09-06,RW-3980,17
2027-09-06,RW-9835,17
2027-09-06,RW-2984,24
2027-09-06,RW-7298,10
2027-09-06,RW-1378,14
2027-09-06,RW-9304,34
2027-09-06,RW-9324,6
2027-09-06,RW-4418,42
2027-09-06,RW-9901,22
2027-09-06,RW-6416,25
2027-09-13,RW-3980,17
2027-09-13,RW-9835,16
2027-09-13,RW-2984,24
2027-09-13,RW-7298,10
2027-09-13,RW-1378,14
2027-09-13,RW-9304,34
2027-09-13,RW-9324,6
2027-09-13,RW-4418,42
2027-09-13,RW-9901,22
2027-09-13,RW-6416,25
2027-09-20,RW-3980,17
2027-09-20,RW-9835,16
2027-09-20,RW-2984,24
2027-09-20,RW-7298,10
2027-09-20,RW-1378,14
2027-09-20,RW-9304,34
2027-09-20,RW-9324,6
2027-09-20,RW-4418,43
2027-09-20,RW-9901,22
2027-09-20,RW-6416,26
2027-09-27,RW-3980,17
2027-09-27,RW-9835,16
2027-09-27,RW-2984,24
2027-09-27,RW-7298,10
2027-09-27,RW-1378,14
2027-09-27,RW-9304,34
2027-09-27,RW-9324,6
2027-09-27,RW-4418,43
2027-09-27,RW-9901,22
2027-09-27,RW-6416,26
2027-10-04,RW-3980,17
2027-10-04,RW-9835,16
2027-10-04,RW-2984,24
2027-10-04,RW-7298,10
2027-10-04,RW-1378,14
2027-10-04,RW-9304,34
2027-10-04,RW-9324,6
2027-10-04,RW-4418,44
2027-10-04,RW-9901,22
2027-10-04,RW-6416,26
2027-10-11,RW-3980,17
2027-10-11,RW-9835,16
2027-10-11,RW-2984,24
2027-10-11,RW-7298,10
2027-10-11,RW-1378,14
2027-10-11,RW-9304,35
2027-10-11,RW-9324,6
2027-10-11,RW-4418,44
2027-10-11,RW-9901,22
2027-10-11,RW-6416,26
2027-10-18,RW-3980,17
2027-10-18,RW-9835,16
2027-10-18,RW-2984,24
2027-10-18,RW-7298,10
2027-10-18,RW-1378,14
2027-10-18,RW-9304,35
2027-10-18,RW-9324,6
2027-10-18,RW-4418,44
2027-10-18,RW-9901,22
2027-10-18,RW-6416,27
2027-10-25,RW-3980,17
2027-10-25,RW-9835,16
2027-10-25,RW-2984,24
2027-10-25,RW-7298,10
2027-10-25,RW-1378,14
2027-10-25,RW-9304,35
2027-10-25,RW-9324,6
2027-10-25,RW-4418,45
2027-10-25,RW-9901,23
2027-10-25,RW-6416,27
2027-11-01,RW-3980,17
2027-11-01,RW-9835,16
2027-11-01,RW-2984,24
2027-11-01,RW-7298,9
2027-11-01,RW-1378,14
2027-11-01,RW-9304,35
2027-11-01,RW-9324,6
2027-11-01,RW-4418,45
2027-11-01,RW-9901,23
2027-11-01,RW-6416,27
2027-11-08,RW-3980,17
2027-11-08,RW-9835,16
2027-11-08,RW-2984,24
2027-11-08,RW-7298,9
2027-11-08,RW-1378,14
2027-11-08,RW-9304,35
2027-11-08,RW-9324,6
2027-11-08,RW-4418,46
2027-11-08,RW-9901,23
2027-11-08,RW-6416,27
2027-11-15,RW-3980,17
2027-11-15,RW-9835,16
2027-11-15,RW-2984,24
2027-11-15,RW-7298,9
2027-11-15,RW-1378,14
2027-11-15,RW-9304,36
2027-11-15,RW-9324,6
2027-11-15,RW-4418,46
2027-11-15,RW-9901,23
2027-11-15,RW-6416,28
2027-11-22,RW-3980,17
2027-11-22,RW-9835,15
2027-11-22,RW-2984,24
2027-11-22,RW-7298,9
2027-11-22,RW-1378,14
2027-11-22,RW-9304,36
2027-11-22,RW-9324,6
2027-11-22,RW-4418,47
2027-11-22,RW-9901,23
2027-11-22,RW-6416,28
2027-11-29,RW-3980,17
2027-11-29,RW-9835,15
2027-11-29,RW-2984,24
2027-11-29,RW-7298,9
2027-11-29,RW-1378,14
2027-11-29,RW-9304,36
2027-11-29,RW-9324,6
2027-11-29,RW-4418,47
2027-11-29,RW-9901,23
2027-11-29,RW-6416,28
2027-12-06,RW-3980,21
2027-12-06,RW-9835,19
2027-12-06,RW-2984,30
2027-12-06,RW-7298,11
2027-12-06,RW-1378,18
2027-12-06,RW-9304,45
2027-12-06,RW-9324,7
2027-12-06,RW-4418,59
2027-12-06,RW-9901,28
2027-12-06,RW-6416,36
2027-12-13,RW-3980,21
2027-12-13,RW-9835,19
2027-12-13,RW-2984,30
2027-12-13,RW-7298,11
2027-12-13,RW-1378,18
2027-12-13,RW-9304,46
2027-12-13,RW-9324,7
2027-12-13,RW-4418,60
2027-12-13,RW-9901,29
2027-12-13,RW-6416,36
2027-12-20,RW-3980,21
2027-12-20,RW-9835,19
2027-12-20,RW-2984,30
2027-12-20,RW-7298,11
2027-12-20,RW-1378,18
2027-12-20,RW-9304,46
2027-12-20,RW-9324,7
2027-12-20,RW-4418,61
2027-12-20,RW-9901,29
2027-12-20,RW-6416,36
2027-12-27,RW-3980,20
2027-12-27,RW-9835,19
2027-12-27,RW-2984,30
2027-12-27,RW-7298,11
2027-12-27,RW-1378,18
2027-12-27,RW-9304,46
2027-12-27,RW-9324,7
2027-12-27,RW-4418,61
2027-12-27,RW-9901,29
2027-12-27,RW-6416,37
2028-01-03,RW-3980,20
2028-01-03,RW-9835,19
2028-01-03,RW-2984,30
2028-01-03,RW-7298,11
2028-01-03,RW-1378,18
2028-01-03,RW-9304,46
2028-01-03,RW-9324,7
2028-01-03,RW-4418,62
2028-01-03,RW-9901,29
2028-01-03,RW-6416,37
2028-01-10,RW-3980,20
2028-01-10,RW-9835,19
2028-01-10,RW-2984,30
2028-01-10,RW-7298,11
2028-01-10,RW-1378,18
2028-01-10,RW-9304,47
2028-01-10,RW-9324,7
2028-01-10,RW-4418,62
2028-01-10,RW-9901,29
2028-01-10,RW-6416,37
2028-01-17,RW-3980,20
2028-01-17,RW-9835,18
2028-01-17,RW-2984,30
2028-01-17,RW-7298,11
2028-01-17,RW-1378,18
2028-01-17,RW-9304,47
2028-01-17,RW-9324,7
2028-01-17,RW-4418,63
2028-01-17,RW-9901,29
2028-01-17,RW-6416,38
2028-01-24,RW-3980,20
2028-01-24,RW-9835,18
2028-01-24,RW-2984,30
2028-01-24,RW-7298,11
2028-01-24,RW-1378,18
2028-01-24,RW-9304,47
2028-01-24,RW-9324,7
2028-01-24,RW-4418,63
2028-01-24,RW-9901,29
2028-01-24,RW-6416,38
2028-01-31,RW-3980,20
2028-01-31,RW-9835,18
2028-01-31,RW-2984,30
2028-01-31,RW-7298,11
2028-01-31,RW-1378,18
2028-01-31,RW-9304,47
2028-01-31,RW-9324,7
2028-01-31,RW-4418,64
2028-01-31,RW-9901,29
2028-01-31,RW-6416,38
2028-02-07,RW-3980,20
2028-02-07,RW-9835,18
2028-02-07,RW-2984,30
2028-02-07,RW-7298,11
2028-02-07,RW-1378,18
2028-02-07,RW-9304,48
2028-02-07,RW-9324,7
2028-02-07,RW-4418,65
2028-02-07,RW-9901,29
2028-02-07,RW-6416,39
2028-02-14,RW-3980,20
2028-02-14,RW-9835,18
2028-02-14,RW-2984,30
2028-02-14,RW-7298,11
2028-02-14,RW-1378,18
2028-02-14,RW-9304,48
2028-02-14,RW-9324,7
2028-02-14,RW-4418,65
2028-02-14,RW-9901,29
2028-02-14,RW-6416,39
2028-02-21,RW-3980,20
2028-02-21,RW-9835,18
2028-02-21,RW-2984,30
2028-02-21,RW-7298,11
2028-02-21,RW-1378,18
2028-02-21,RW-9304,48
2028-02-21,RW-9324,7
2028-02-21,RW-4418,66
2028-02-21,RW-9901,29
2028-02-21,RW-6416,39
2028-02-28,RW-3980,20
2028-02-28,RW-9835,18
2028-02-28,RW-2984,30
2028-02-28,RW-7298,11
2028-02-28,RW-1378,18
2028-02-28,RW-9304,49
2028-02-28,RW-9324,7
2028-02-28,RW-4418,66
2028-02-28,RW-9901,29
2028-02-28,RW-6416,40
2028-03-06,RW-3980,32
2028-03-06,RW-9835,28
2028-03-06,RW-2984,48
2028-03-06,RW-7298,17
2028-03-06,RW-1378,29
2028-03-06,RW-9304,78
2028-03-06,RW-9324,12
2028-03-06,RW-4418,107
2028-03-06,RW-9901,47
2028-03-06,RW-6416,64
2028-03-13,RW-3980,32
2028-03-13,RW-9835,28
2028-03-13,RW-2984,48
2028-03-13,RW-7298,17
2028-03-13,RW-1378,29
2028-03-13,RW-9304,79
2028-03-13,RW-9324,12
2028-03-13,RW-4418,108
2028-03-13,RW-9901,47
2028-03-13,RW-6416,65
2028-03-20,RW-3980,32
2028-03-20,RW-9835,28
2028-03-20,RW-2984,48
2028-03-20,RW-7298,17
2028-03-20,RW-1378,29
2028-03-20,RW-9304,79
2028-03-20,RW-9324,12
2028-03-20,RW-4418,109
2028-03-20,RW-9901,47
2028-03-20,RW-6416,66
2028-03-27,RW-3980,32
2028-03-27,RW-9835,28
2028-03-27,RW-2984,48
2028-03-27,RW-7298,17
2028-03-27,RW-1378,29
2028-03-27,RW-9304,80
2028-03-27,RW-9324,12
2028-03-27,RW-4418,110
2028-03-27,RW-9901,47
2028-03-27,RW-6416,66
2028-04-03,RW-3980,32
2028-04-03,RW-9835,28
2028-04-03,RW-2984,48
2028-04-03,RW-7298,17
2028-04-03,RW-1378,29
2028-04-03,RW-9304,80
2028-04-03,RW-9324,12
2028-04-03,RW-4418,111
2028-04-03,RW-9901,47
2028-04-03,RW-6416,67
2028-04-10,RW-3980,32
2028-04-10,RW-9835,27
2028-04-10,RW-2984,48
2028-04-10,RW-7298,16
2028-04-10,RW-1378,29
2028-04-10,RW-9304,80
2028-04-10,RW-9324,12
2028-04-10,RW-4418,112
2028-04-10,RW-9901,47
2028-04-10,RW-6416,67
2028-04-17,RW-3980,32
2028-04-17,RW-9835,27
2028-04-17,RW-2984,48
2028-04-17,RW-7298,16
2028-04-17,RW-1378,29
2028-04-17,RW-9304,81
2028-04-17,RW-9324,12
2028-04-17,RW-4418,113
2028-04-17,RW-9901,47
2028-04-17,RW-6416,68
2028-04-24,RW-3980,31
2028-04-24,RW-9835,27
2028-04-24,RW-2984,48
2028-04-24,RW-7298,16
2028-04-24,RW-1378,29
2028-04-24,RW-9304,81
2028-04-24,RW-9324,12
2028-04-24,RW-4418,114
2028-04-24,RW-9901,47
2028-04-24,RW-6416,69
2028-05-01,RW-3980,31
2028-05-01,RW-9835,27
2028-05-01,RW-2984,48
2028-05-01,RW-7298,16
2028-05-01,RW-1378,29
2028-05-01,RW-9304,82
2028-05-01,RW-9324,12
2028-05-01,RW-4418,115
2028-05-01,RW-9901,47
2028-05-01,RW-6416,69
2028-05-08,RW-3980,31
2028-05-08,RW-9835,27
2028-05-08,RW-2984,48
2028-05-08,RW-7298,16
2028-05-08,RW-1378,29
2028-05-08,RW-9304,82
2028-05-08,RW-9324,12
2028-05-08,RW-4418,117
2028-05-08,RW-9901,47
2028-05-08,RW-6416,70
2028-05-15,RW-3980,31
2028-05-15,RW-9835,26
2028-05-15,RW-2984,48
2028-05-15,RW-7298,16
2028-05-15,RW-1378,29
2028-05-15,RW-9304,83
2028-05-15,RW-9324,12
2028-05-15,RW-4418,118
2028-05-15,RW-9901,47
2028-05-15,RW-6416,71
2028-05-22,RW-3980,31
2028-05-22,RW-9835,26
2028-05-22,RW-2984,48
2028-05-22,RW-7298,16
2028-05-22,RW-1378,29
2028-05-22,RW-9304,83
2028-05-22,RW-9324,12
2028-05-22,RW-4418,119
2028-05-22,RW-9901,47
2028-05-22,RW-6416,71
2028-05-29,RW-3980,31
2028-05-29,RW-9835,26
2028-05-29,RW-2984,48
2028-05-29,RW-7298,16
2028-05-29,RW-1378,29
2028-05-29,RW-9304,84
2028-05-29,RW-9324,12
2028-05-29,RW-4418,120
2028-05-29,RW-9901,47
2028-05-29,RW-6416,72
2028-06-05,RW-3980,26
2028-06-05,RW-9835,22
2028-06-05,RW-2984,40
2028-06-05,RW-7298,13
2028-06-05,RW-1378,24
2028-06-05,RW-9304,70
2028-06-05,RW-9324,10
2028-06-05,RW-4418,101
2028-06-05,RW-9901,39
2028-06-05,RW-6416,60
2028-06-12,RW-3980,26
2028-06-12,RW-9835,21
2028-06-12,RW-2984,40
2028-06-12,RW-7298,13
2028-06-12,RW-1378,24
2028-06-12,RW-9304,71
2028-06-12,RW-9324,10
2028-06-12,RW-4418,102
2028-06-12,RW-9901,40
2028-06-12,RW-6416,61
2028-06-19,RW-3980,26
