order_id,order_date,customer_id,ship_to_state,sku,class,size,trim,qty,unit_price,is_fulfilled,ship_date
WEB-100052,2025-09-11,C000048,GA,RW-7298,road,L,base,1,1899,true,2025-09-13
WEB-100054,2025-09-11,C000050,CO,RW-7298,road,L,base,1,1899,true,2025-09-16
WEB-100056,2025-09-11,C000052,UT,RW-7298,road,L,base,1,1899,true,2025-09-18
WEB-100059,2025-09-11,C000054,TX,RW-7298,road,L,base,1,1899,true,2025-09-13
WEB-100063,2025-09-11,C000058,MN,RW-1378,road,L,carbon,1,3999,true,2025-09-15
WEB-100082,2025-09-11,C000074,GA,RW-9304,mtb,S,carbon,1,4899,true,2025-09-16
WEB-100086,2025-09-11,C000078,ID,RW-9324,mtb,M,base,1,2299,true,2025-09-15
WEB-100098,2025-09-11,C000090,MA,RW-9324,mtb,M,base,1,2299,true,2025-09-21
WEB-100103,2025-09-11,C000095,OR,RW-4418,mtb,M,carbon,1,4899,true,2025-09-13
WEB-100115,2025-09-11,C000106,CA,RW-9901,mtb,L,base,1,2299,true,2025-09-15
WEB-100117,2025-09-11,C000108,VT,RW-9901,mtb,L,base,1,2299,true,2025-09-17
WEB-100130,2025-09-11,C000120,NC,RW-6416,mtb,L,carbon,1,4899,true,2025-09-20
WEB-100004,2025-09-12,C000004,VT,RW-3980,road,S,carbon,1,3999,true,2025-09-20
WEB-100011,2025-09-12,C000010,TX,RW-3980,road,S,carbon,1,3999,true,2025-09-14
WEB-100012,2025-09-12,C000011,TX,RW-3980,road,S,carbon,1,3999,true,2025-09-22
WEB-100016,2025-09-12,C000015,GA,RW-9835,road,M,base,1,1899,true,2025-09-20
WEB-100017,2025-09-12,C000016,TX,RW-9835,road,M,base,1,1899,true,2025-09-18
WEB-100021,2025-09-12,C000020,MI,RW-9835,road,M,base,1,1899,true,2025-09-20
WEB-100023,2025-09-12,C000022,GA,RW-9835,road,M,base,1,1899,true,2025-09-14
WEB-100025,2025-09-12,C000024,PA,RW-9835,road,M,base,1,1899,true,2025-09-14
WEB-100029,2025-09-12,C000027,OR,RW-9835,road,M,base,1,1899,true,2025-09-20
WEB-100042,2025-09-12,C000039,AZ,RW-2984,road,M,carbon,1,3999,true,2025-09-22
WEB-100043,2025-09-12,C000040,VT,RW-2984,road,M,carbon,1,3999,true,2025-09-21
WEB-100049,2025-09-12,C000046,ID,RW-7298,road,L,base,1,1899,true,2025-09-22
WEB-100057,2025-09-12,C000053,AZ,RW-7298,road,L,base,1,1899,true,2025-09-20
WEB-100061,2025-09-12,C000056,GA,RW-1378,road,L,carbon,1,3999,true,2025-09-19
WEB-100065,2025-09-12,C000005,NC,RW-1378,road,L,carbon,1,3999,true,2025-09-17
WEB-100069,2025-09-12,C000061,NM,RW-9304,mtb,S,carbon,1,4899,true,2025-09-14
WEB-100071,2025-09-12,C000063,WA,RW-9304,mtb,S,carbon,1,4899,true,2025-09-17
WEB-100073,2025-09-12,C000065,AZ,RW-9304,mtb,S,carbon,1,4899,true,2025-09-21
WEB-100088,2025-09-12,C000080,FL,RW-9324,mtb,M,base,1,2299,true,2025-09-22
WEB-100094,2025-09-12,C000086,TX,RW-9324,mtb,M,base,1,2299,true,2025-09-21
WEB-100099,2025-09-12,C000091,MI,RW-9324,mtb,M,base,1,2299,true,2025-09-14
WEB-100100,2025-09-12,C000092,ID,RW-9324,mtb,M,base,1,2299,true,2025-09-22
WEB-100101,2025-09-12,C000093,CA,RW-4418,mtb,M,carbon,1,4899,true,2025-09-17
WEB-100104,2025-09-12,C000096,NY,RW-4418,mtb,M,carbon,1,4899,true,2025-09-15
WEB-100107,2025-09-12,C000099,NY,RW-4418,mtb,M,carbon,1,4899,true,2025-09-21
WEB-100114,2025-09-12,C000105,TX,RW-9901,mtb,L,base,1,2299,true,2025-09-21
WEB-100015,2025-09-13,C000014,NC,RW-9835,road,M,base,1,1899,true,2025-09-23
WEB-100030,2025-09-13,C000028,MA,RW-9835,road,M,base,1,1899,true,2025-09-20
WEB-100044,2025-09-13,C000041,FL,RW-2984,road,M,carbon,1,3999,true,2025-09-22
WEB-100046,2025-09-13,C000043,UT,RW-2984,road,M,carbon,1,3999,true,2025-09-21
WEB-100047,2025-09-13,C000044,MT,RW-7298,road,L,base,1,1899,true,2025-09-21
WEB-100050,2025-09-13,C000006,IL,RW-7298,road,L,base,1,1899,true,2025-09-19
WEB-100060,2025-09-13,C000055,MN,RW-1378,road,L,carbon,1,3999,true,2025-09-21
WEB-100074,2025-09-13,C000066,PA,RW-9304,mtb,S,carbon,1,4899,true,2025-09-19
WEB-100076,2025-09-13,C000068,OR,RW-9304,mtb,S,carbon,1,4899,true,2025-09-21
WEB-100078,2025-09-13,C000070,MN,RW-9304,mtb,S,carbon,1,4899,true,2025-09-15
WEB-100080,2025-09-13,C000072,CO,RW-9304,mtb,S,carbon,1,4899,true,2025-09-16
WEB-100085,2025-09-13,C000077,VT,RW-9324,mtb,M,base,1,2299,true,2025-09-22
WEB-100092,2025-09-13,C000084,CO,RW-9324,mtb,M,base,1,2299,true,2025-09-15
WEB-100105,2025-09-13,C000097,VT,RW-4418,mtb,M,carbon,1,4899,true,2025-09-20
WEB-100110,2025-09-13,C000054,ID,RW-4418,mtb,M,carbon,1,4899,true,2025-09-19
WEB-100111,2025-09-13,C000102,MA,RW-4418,mtb,M,carbon,1,4899,true,2025-09-20
WEB-100112,2025-09-13,C000103,MT,RW-9901,mtb,L,base,1,2299,true,2025-09-23
WEB-100125,2025-09-13,C000116,IL,RW-9901,mtb,L,base,1,2299,true,2025-09-15
WEB-100129,2025-09-13,C000024,PA,RW-6416,mtb,L,carbon,1,4899,true,2025-09-22
WEB-100132,2025-09-13,C000122,MA,RW-6416,mtb,L,carbon,1,4899,true,2025-09-23
WEB-100001,2025-09-14,C000001,NY,RW-3980,road,S,carbon,1,3999,true,2025-09-22
WEB-100002,2025-09-14,C000002,CO,RW-3980,road,S,carbon,1,3999,true,2025-09-20
WEB-100007,2025-09-14,C000006,MA,RW-3980,road,S,carbon,1,3999,true,2025-09-23
WEB-100009,2025-09-14,C000008,MN,RW-3980,road,S,carbon,1,3999,true,2025-09-18
WEB-100020,2025-09-14,C000019,CO,RW-9835,road,M,base,1,1899,true,2025-09-18
WEB-100026,2025-09-14,C000025,MT,RW-9835,road,M,base,1,1899,true,2025-09-16
WEB-100035,2025-09-14,C000033,AZ,RW-2984,road,M,carbon,1,3999,true,2025-09-16
WEB-100037,2025-09-14,C000034,CA,RW-2984,road,M,carbon,1,3999,true,2025-09-19
WEB-100041,2025-09-14,C000038,MA,RW-2984,road,M,carbon,1,3999,true,2025-09-18
WEB-100068,2025-09-14,C000060,CA,RW-1378,road,L,carbon,1,3999,true,2025-09-21
WEB-100083,2025-09-14,C000075,MA,RW-9304,mtb,S,carbon,1,4899,true,2025-09-24
WEB-100095,2025-09-14,C000087,AZ,RW-9324,mtb,M,base,1,2299,true,2025-09-21
WEB-100102,2025-09-14,C000094,MN,RW-4418,mtb,M,carbon,1,4899,true,2025-09-18
WEB-100108,2025-09-14,C000100,GA,RW-4418,mtb,M,carbon,1,4899,true,2025-09-19
WEB-100113,2025-09-14,C000104,CA,RW-9901,mtb,L,base,1,2299,true,2025-09-19
WEB-100123,2025-09-14,C000114,WA,RW-9901,mtb,L,base,1,2299,true,2025-09-22
WEB-100133,2025-09-14,C000123,MA,RW-6416,mtb,L,carbon,1,4899,true,2025-09-18
WEB-100137,2025-09-15,C000127,TX,RW-3980,road,S,carbon,1,3999,true,2025-09-25
WEB-100142,2025-09-15,C000131,AZ,RW-3980,road,S,carbon,1,3999,true,2025-09-25
WEB-100154,2025-09-15,C000141,FL,RW-9835,road,M,base,1,1899,true,2025-09-20
WEB-100156,2025-09-15,C000143,MI,RW-9835,road,M,base,1,1899,true,2025-09-18
WEB-100157,2025-09-15,C000144,MI,RW-9835,road,M,base,1,1899,true,2025-09-25
WEB-100170,2025-09-15,C000155,FL,RW-9835,road,M,base,1,1899,true,2025-09-17
WEB-100178,2025-09-15,C000163,NC,RW-2984,road,M,carbon,1,3999,true,2025-09-19
WEB-100182,2025-09-15,C000167,AZ,RW-2984,road,M,carbon,1,3999,true,2025-09-22
WEB-100191,2025-09-15,C000176,MN,RW-7298,road,L,base,1,1899,true,2025-09-25
WEB-100200,2025-09-15,C000184,MT,RW-7298,road,L,base,1,1899,true,2025-09-21
WEB-100201,2025-09-15,C000185,PA,RW-7298,road,L,base,1,1899,true,2025-09-22
WEB-100216,2025-09-15,C000047,PA,RW-9304,mtb,S,carbon,1,4899,true,2025-09-25
WEB-100219,2025-09-15,C000202,GA,RW-9304,mtb,S,carbon,1,4899,true,2025-09-21
WEB-100237,2025-09-15,C000218,NY,RW-9304,mtb,S,carbon,1,4899,true,2025-09-20
WEB-100241,2025-09-15,C000222,NC,RW-9324,mtb,M,base,1,2299,true,2025-09-24
WEB-100255,2025-09-15,C000236,ID,RW-9324,mtb,M,base,1,2299,true,2025-09-20
WEB-100263,2025-09-15,C000243,VT,RW-4418,mtb,M,carbon,1,4899,true,2025-09-21
WEB-100136,2025-09-16,C000126,FL,RW-3980,road,S,carbon,1,3999,true,2025-09-25
WEB-100140,2025-09-16,C000063,NY,RW-3980,road,S,carbon,1,3999,true,2025-09-23
WEB-100147,2025-09-16,C000136,NY,RW-3980,road,S,carbon,1,3999,true,2025-09-19
WEB-100149,2025-09-16,C000138,WA,RW-3980,road,S,carbon,1,3999,true,2025-09-24
WEB-100150,2025-09-16,C000139,CA,RW-3980,road,S,carbon,1,3999,true,2025-09-24
WEB-100155,2025-09-16,C000142,IL,RW-9835,road,M,base,1,1899,true,2025-09-24
WEB-100167,2025-09-16,C000152,TX,RW-9835,road,M,base,1,1899,true,2025-09-18
WEB-100168,2025-09-16,C000153,AZ,RW-9835,road,M,base,1,1899,true,2025-09-22
WEB-100183,2025-09-16,C000168,AZ,RW-2984,road,M,carbon,1,3999,true,2025-09-23
WEB-100184,2025-09-16,C000169,FL,RW-2984,road,M,carbon,1,3999,true,2025-09-26
WEB-100188,2025-09-16,C000173,NC,RW-2984,road,M,carbon,1,3999,true,2025-09-25
WEB-100192,2025-09-16,C000177,PA,RW-7298,road,L,base,1,1899,true,2025-09-26
WEB-100194,2025-09-16,C000038,OR,RW-7298,road,L,base,1,1899,true,2025-09-19
WEB-100203,2025-09-16,C000187,CO,RW-7298,road,L,base,1,1899,true,2025-09-25
WEB-100213,2025-09-16,C000197,OR,RW-1378,road,L,carbon,1,3999,true,2025-09-26
WEB-100214,2025-09-16,C000198,NC,RW-1378,road,L,carbon,1,3999,true,2025-09-21
WEB-100227,2025-09-16,C000209,MI,RW-9304,mtb,S,carbon,1,4899,true,2025-09-21
WEB-100228,2025-09-16,C000210,MN,RW-9304,mtb,S,carbon,1,4899,true,2025-09-19
WEB-100230,2025-09-16,C000212,NM,RW-9304,mtb,S,carbon,1,4899,true,2025-09-19
WEB-100243,2025-09-16,C000224,UT,RW-9324,mtb,M,base,1,2299,true,2025-09-25
WEB-100249,2025-09-16,C000230,MA,RW-9324,mtb,M,base,1,2299,true,2025-09-23
WEB-100251,2025-09-16,C000232,GA,RW-9324,mtb,M,base,1,2299,true,2025-09-20
WEB-100252,2025-09-16,C000233,IL,RW-9324,mtb,M,base,1,2299,true,2025-09-22
WEB-100260,2025-09-16,C000240,ID,RW-9324,mtb,M,base,1,2299,true,2025-09-24
WEB-100269,2025-09-16,C000247,AZ,RW-4418,mtb,M,carbon,1,4899,true,2025-09-26
WEB-100276,2025-09-16,C000224,GA,RW-9901,mtb,L,base,1,2299,true,2025-09-21
WEB-100277,2025-09-16,C000254,CA,RW-9901,mtb,L,base,1,2299,true,2025-09-24
WEB-100278,2025-09-16,C000255,MI,RW-9901,mtb,L,base,1,2299,true,2025-09-26
WEB-100279,2025-09-16,C000256,MA,RW-9901,mtb,L,base,1,2299,true,2025-09-24
WEB-100285,2025-09-16,C000262,NY,RW-6416,mtb,L,carbon,1,4899,true,2025-09-19
WEB-100134,2025-09-17,C000124,TX,RW-3980,road,S,carbon,1,3999,true,2025-09-26
WEB-100139,2025-09-17,C000129,WA,RW-3980,road,S,carbon,1,3999,true,2025-09-20
WEB-100144,2025-09-17,C000133,UT,RW-3980,road,S,carbon,1,3999,true,2025-09-24
WEB-100148,2025-09-17,C000137,FL,RW-3980,road,S,carbon,1,3999,true,2025-09-22
WEB-100152,2025-09-17,C000031,FL,RW-9835,road,M,base,1,1899,true,2025-09-27
WEB-100160,2025-09-17,C000146,NC,RW-9835,road,M,base,1,1899,true,2025-09-22
WEB-100169,2025-09-17,C000154,CO,RW-9835,road,M,base,1,1899,true,2025-09-25
WEB-100177,2025-09-17,C000162,MT,RW-2984,road,M,carbon,1,3999,true,2025-09-26
WEB-100179,2025-09-17,C000164,GA,RW-2984,road,M,carbon,1,3999,true,2025-09-22
WEB-100181,2025-09-17,C000166,ID,RW-2984,road,M,carbon,1,3999,true,2025-09-25
WEB-100186,2025-09-17,C000171,MA,RW-2984,road,M,carbon,1,3999,true,2025-09-26
WEB-100189,2025-09-17,C000174,PA,RW-7298,road,L,base,1,1899,true,2025-09-24
WEB-100204,2025-09-17,C000188,MT,RW-7298,road,L,base,1,1899,true,2025-09-22
WEB-100215,2025-09-17,C000199,WA,RW-9304,mtb,S,carbon,1,4899,true,2025-09-24
WEB-100221,2025-09-17,C000204,CO,RW-9304,mtb,S,carbon,1,4899,true,2025-09-21
WEB-100224,2025-09-17,C000207,GA,RW-9304,mtb,S,carbon,1,4899,true,2025-09-22
WEB-100229,2025-09-17,C000211,CO,RW-9304,mtb,S,carbon,1,4899,true,2025-09-20
WEB-100233,2025-09-17,C000215,WA,RW-9304,mtb,S,carbon,1,4899,true,2025-09-24
WEB-100236,2025-09-17,C000106,MI,RW-9304,mtb,S,carbon,1,4899,true,2025-09-26
WEB-100242,2025-09-17,C000223,CA,RW-9324,mtb,M,base,1,2299,true,2025-09-20
WEB-100245,2025-09-17,C000226,FL,RW-9324,mtb,M,base,1,2299,true,2025-09-25
WEB-100253,2025-09-17,C000234,IL,RW-9324,mtb,M,base,1,2299,true,2025-09-23
WEB-100258,2025-09-17,C000239,CO,RW-9324,mtb,M,base,1,2299,true,2025-09-24
WEB-100270,2025-09-17,C000248,MI,RW-4418,mtb,M,carbon,1,4899,true,2025-09-19
WEB-100271,2025-09-17,C000249,VT,RW-4418,mtb,M,carbon,1,4899,true,2025-09-20
WEB-100275,2025-09-17,C000253,OR,RW-9901,mtb,L,base,1,2299,true,2025-09-27
WEB-100284,2025-09-17,C000261,VT,RW-6416,mtb,L,carbon,1,4899,true,2025-09-21
WEB-100138,2025-09-18,C000128,MA,RW-3980,road,S,carbon,1,3999,true,2025-09-24
WEB-100146,2025-09-18,C000135,CO,RW-3980,road,S,carbon,1,3999,true,2025-09-27
WEB-100158,2025-09-18,C000145,NY,RW-9835,road,M,base,1,1899,true,2025-09-24
WEB-100164,2025-09-18,C000149,MN,RW-9835,road,M,base,1,1899,true,2025-09-27
WEB-100176,2025-09-18,C000161,GA,RW-2984,road,M,carbon,1,3999,true,2025-09-25
WEB-100180,2025-09-18,C000165,ID,RW-2984,road,M,carbon,1,3999,true,2025-09-22
WEB-100193,2025-09-18,C000178,FL,RW-7298,road,L,base,1,1899,true,2025-09-26
WEB-100197,2025-09-18,C000181,CA,RW-7298,road,L,base,1,1899,true,2025-09-28
WEB-100198,2025-09-18,C000182,UT,RW-7298,road,L,base,1,1899,true,2025-09-23
WEB-100208,2025-09-18,C000192,IL,RW-1378,road,L,carbon,1,3999,true,2025-09-27
WEB-100220,2025-09-18,C000203,UT,RW-9304,mtb,S,carbon,1,4899,true,2025-09-28
WEB-100235,2025-09-18,C000217,GA,RW-9304,mtb,S,carbon,1,4899,true,2025-09-20
WEB-100238,2025-09-18,C000219,NY,RW-9304,mtb,S,carbon,1,4899,true,2025-09-21
WEB-100239,2025-09-18,C000220,GA,RW-9304,mtb,S,carbon,1,4899,true,2025-09-27
WEB-100254,2025-09-18,C000235,VT,RW-9324,mtb,M,base,1,2299,true,2025-09-23
WEB-100265,2025-09-18,C000137,MA,RW-4418,mtb,M,carbon,1,4899,true,2025-09-20
WEB-100272,2025-09-18,C000250,MN,RW-4418,mtb,M,carbon,1,4899,true,2025-09-24
WEB-100283,2025-09-18,C000260,GA,RW-6416,mtb,L,carbon,1,4899,true,2025-09-26
WEB-100135,2025-09-19,C000125,PA,RW-3980,road,S,carbon,1,3999,true,2025-09-22
WEB-100145,2025-09-19,C000134,UT,RW-3980,road,S,carbon,1,3999,true,2025-09-25
WEB-100163,2025-09-19,C000148,NC,RW-9835,road,M,base,1,1899,true,2025-09-25
WEB-100195,2025-09-19,C000179,MA,RW-7298,road,L,base,1,1899,true,2025-09-22
WEB-100218,2025-09-19,C000201,VT,RW-9304,mtb,S,carbon,1,4899,true,2025-09-23
WEB-100223,2025-09-19,C000206,CO,RW-9304,mtb,S,carbon,1,4899,true,2025-09-23
WEB-100232,2025-09-19,C000214,OR,RW-9304,mtb,S,carbon,1,4899,true,2025-09-27
WEB-100234,2025-09-19,C000216,MT,RW-9304,mtb,S,carbon,1,4899,true,2025-09-23
WEB-100248,2025-09-19,C000229,VT,RW-9324,mtb,M,base,1,2299,true,2025-09-21
WEB-100257,2025-09-19,C000238,AZ,RW-9324,mtb,M,base,1,2299,true,2025-09-22
WEB-100159,2025-09-20,C000030,CA,RW-9835,road,M,base,1,1899,true,2025-09-29
WEB-100161,2025-09-20,C000147,UT,RW-9835,road,M,base,1,1899,true,2025-09-24
WEB-100162,2025-09-20,C000093,CO,RW-9835,road,M,base,1,1899,true,2025-09-30
WEB-100165,2025-09-20,C000150,WA,RW-9835,road,M,base,1,1899,true,2025-09-22
WEB-100172,2025-09-20,C000157,MN,RW-2984,road,M,carbon,1,3999,true,2025-09-26
WEB-100173,2025-09-20,C000158,CA,RW-2984,road,M,carbon,1,3999,true,2025-09-28
WEB-100175,2025-09-20,C000160,GA,RW-2984,road,M,carbon,1,3999,true,2025-09-25
WEB-100187,2025-09-20,C000172,CO,RW-2984,road,M,carbon,1,3999,true,2025-09-25
WEB-100190,2025-09-20,C000175,IL,RW-7298,road,L,base,1,1899,true,2025-09-29
WEB-100199,2025-09-20,C000183,NM,RW-7298,road,L,base,1,1899,true,2025-09-28
WEB-100205,2025-09-20,C000189,FL,RW-1378,road,L,carbon,1,3999,true,2025-09-22
WEB-100206,2025-09-20,C000190,FL,RW-1378,road,L,carbon,1,3999,true,2025-09-23
WEB-100207,2025-09-20,C000191,CA,RW-1378,road,L,carbon,1,3999,true,2025-09-22
WEB-100226,2025-09-20,C000101,GA,RW-9304,mtb,S,carbon,1,4899,true,2025-09-22
WEB-100240,2025-09-20,C000221,MN,RW-9304,mtb,S,carbon,1,4899,true,2025-09-30
WEB-100246,2025-09-20,C000227,VT,RW-9324,mtb,M,base,1,2299,true,2025-09-28
WEB-100247,2025-09-20,C000228,UT,RW-9324,mtb,M,base,1,2299,true,2025-09-28
WEB-100256,2025-09-20,C000237,NY,RW-9324,mtb,M,base,1,2299,true,2025-09-27
WEB-100259,2025-09-20,C000226,NC,RW-9324,mtb,M,base,1,2299,true,2025-09-30
WEB-100264,2025-09-20,C000244,MN,RW-4418,mtb,M,carbon,1,4899,true,2025-09-25
WEB-100267,2025-09-20,C000027,OR,RW-4418,mtb,M,carbon,1,4899,true,2025-09-23
WEB-100280,2025-09-20,C000257,NY,RW-6416,mtb,L,carbon,1,4899,true,2025-09-24
WEB-100281,2025-09-20,C000258,OR,RW-6416,mtb,L,carbon,1,4899,true,2025-09-25
WEB-100282,2025-09-20,C000259,CA,RW-6416,mtb,L,carbon,1,4899,true,2025-09-30
WEB-100141,2025-09-21,C000130,CO,RW-3980,road,S,carbon,1,3999,true,2025-10-01
WEB-100143,2025-09-21,C000132,NC,RW-3980,road,S,carbon,1,3999,true,2025-09-27
WEB-100151,2025-09-21,C000052,MT,RW-3980,road,S,carbon,1,3999,true,2025-09-30
WEB-100153,2025-09-21,C000140,TX,RW-9835,road,M,base,1,1899,true,2025-09-29
WEB-100166,2025-09-21,C000151,VT,RW-9835,road,M,base,1,1899,true,2025-09-25
WEB-100171,2025-09-21,C000156,MT,RW-9835,road,M,base,1,1899,true,2025-09-28
WEB-100174,2025-09-21,C000159,CA,RW-2984,road,M,carbon,1,3999,true,2025-09-23
WEB-100185,2025-09-21,C000170,NY,RW-2984,road,M,carbon,1,3999,true,2025-09-23
WEB-100196,2025-09-21,C000180,FL,RW-7298,road,L,base,1,1899,true,2025-09-29
WEB-100202,2025-09-21,C000186,MA,RW-7298,road,L,base,1,1899,true,2025-09-29
WEB-100209,2025-09-21,C000193,NY,RW-1378,road,L,carbon,1,3999,true,2025-09-25
WEB-100210,2025-09-21,C000194,PA,RW-1378,road,L,carbon,1,3999,true,2025-09-28
WEB-100211,2025-09-21,C000195,CO,RW-1378,road,L,carbon,1,3999,true,2025-09-29
WEB-100212,2025-09-21,C000196,ID,RW-1378,road,L,carbon,1,3999,true,2025-09-28
WEB-100217,2025-09-21,C000200,CO,RW-9304,mtb,S,carbon,1,4899,true,2025-09-25
WEB-100222,2025-09-21,C000205,IL,RW-9304,mtb,S,carbon,1,4899,true,2025-09-30
WEB-100225,2025-09-21,C000208,MT,RW-9304,mtb,S,carbon,1,4899,true,2025-09-26
WEB-100231,2025-09-21,C000213,UT,RW-9304,mtb,S,carbon,1,4899,true,2025-09-27
WEB-100244,2025-09-21,C000225,OR,RW-9324,mtb,M,base,1,2299,true,2025-10-01
WEB-100250,2025-09-21,C000231,WA,RW-9324,mtb,M,base,1,2299,true,2025-09-28
WEB-100261,2025-09-21,C000241,CO,RW-9324,mtb,M,base,1,2299,true,2025-09-29
WEB-100262,2025-09-21,C000242,NY,RW-4418,mtb,M,carbon,1,4899,true,2025-09-26
WEB-100266,2025-09-21,C000245,CA,RW-4418,mtb,M,carbon,1,4899,true,2025-10-01
WEB-100268,2025-09-21,C000246,WA,RW-4418,mtb,M,carbon,1,4899,true,2025-09-28
